dataset_id,donor_id,sample_id,assay,cell_lineage,expected_from_design,donor_level_cell_count,eligible_at_30_cells,evidence_basis
GSE290642_human,Fibrosis_21,GSM9472823,scRNA-seq,endothelial,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Fibrosis_21,GSM9472823,scRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_1,GSM9472824,scRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_1,GSM9472824,scRNA-seq,endothelial,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_1,GSM9472824,scRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_2,GSM9472825,scRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_2,GSM9472825,scRNA-seq,endothelial,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_2,GSM9472825,scRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_3,GSM9472826,scRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_3,GSM9472826,scRNA-seq,endothelial,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE290642_human,Control_3,GSM9472826,scRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,NPC scRNA; three F4; per-state ≥30 audit pending
GSE244832,JB_288,GSM7830559,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_288,GSM7830559,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_288,GSM7830559,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_289,GSM7830560,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_289,GSM7830560,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_289,GSM7830560,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_290,GSM7830561,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_290,GSM7830561,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_290,GSM7830561,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_303,GSM7830562,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_303,GSM7830562,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_303,GSM7830562,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_304,GSM7830563,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_304,GSM7830563,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_304,GSM7830563,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_305,GSM7830564,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_305,GSM7830564,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_305,GSM7830564,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_317,GSM7830565,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_317,GSM7830565,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_317,GSM7830565,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_318,GSM7830566,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_318,GSM7830566,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_318,GSM7830566,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_319,GSM7830567,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_319,GSM7830567,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_319,GSM7830567,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_320,GSM7830568,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_320,GSM7830568,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_320,GSM7830568,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_321,GSM7830569,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_321,GSM7830569,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_321,GSM7830569,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_322,GSM7830570,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_322,GSM7830570,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_322,GSM7830570,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_336,GSM7830571,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_336,GSM7830571,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_336,GSM7830571,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_337,GSM7830572,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_337,GSM7830572,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_337,GSM7830572,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_338,GSM7830573,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_338,GSM7830573,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_338,GSM7830573,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_339,GSM7830574,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_339,GSM7830574,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_339,GSM7830574,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_340,GSM7830575,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_340,GSM7830575,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_340,GSM7830575,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_341,GSM7830576,snRNA-seq,macrophage_monocyte,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_341,GSM7830576,snRNA-seq,endothelial,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
GSE244832,JB_341,GSM7830576,snRNA-seq,mesenchymal_hsc_myofibroblast,yes,not computed in Phase 0,pending,publication-level normal/disease totals; donor-state counts pending
